"interval_start_utc","interval_end_utc","market","location","location_type","lmp","energy","congestion","loss"
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MONTEREY_6_N001","Node",104.32139,107.0512,0,-2.72981
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MONTGMRY_6_N001","Node",104.27857,107.0512,0,-2.77263
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MOORPARK_2_B1","Node",104.82454,107.0512,0,-2.22666
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MOORPARK_6_N005","Node",104.86736,107.0512,0,-2.18384
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MRGNHIL_1_N007","Node",105.5846,107.0512,0,-1.4666
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MRYSVLLE_6_N001","Node",103.97883,107.0512,0,-3.07237
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MTVIEW_1_N005","Node",108.87107,107.0512,0,1.81987
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","MURRAY_6_N001","Node",105.89505,107.0512,0,-1.15615
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NAPA_6_N003","Node",105.80941,107.0512,0,-1.24179
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NATNLCTY_6_N005","Node",105.50966,107.0512,0,-1.54154
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NCPA2GY2_7_N001","Node",105.56319,107.0512,0,-1.48801
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NEORBLF_7_B1","Node",102.25531,107.0512,0,-4.79589
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NEWBURG_6_N001","Node",135.52682,107.0512,0,28.47562
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NEWMAN_6_B2","Node",102.12684,107.0512,0,-4.92436
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NOISLMTR_6_N009","Node",105.72377,107.0512,0,-1.32743
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NOVATO_6_N002","Node",106.77287,107.0512,0,-0.27833
